"","20201201_30102534601221-01_P0092 D3 IFNy(100ng-mL)-2_12.RCC","20201201_30102534601221-01_P0092 D3 IFNy(100ng-mL)-1_06.RCC","20201202_30102534611221-01_P0092 D3 IFNy(100ng-mL)-3_06.RCC","20201201_30102534601221-01_P0092 D0 Control-3_03.RCC","20201201_30102534601221-01_P0092 D0 Control-1_01.RCC","20201201_30102534601221-01_P0092 D0 Control-2_02.RCC","20201201_30102534601221-01_P0092 D3 IgG1(250ug-mL)-1_04.RCC","20201201_30102534601221-01_P0092 D3 NMC1(30ug-mL)-1_07.RCC","20201201_30102534601221-01_P0092 D3 aPD1(250ug-mL)-2_11.RCC","20201201_30102534601221-01_P0092 D3 NMC2(100ug-mL)-1_09.RCC","20201202_30102534611221-01_P0092 D3 NMC2(100ug-mL)-3_09.RCC","20201201_30102534601221-01_P0092 D3 aPD1(250ug-mL)-1_05.RCC","20201202_30102534611221-01_P0092 D3 NMC1(30ug-mL)-2_01.RCC","20201202_30102534611221-01_P0092 D3 IgG1(250ug-mL)-3_04.RCC","20201202_30102534611221-01_P0092 D3 Control-2_11.RCC","20201202_30102534611221-01_P0092 D3 Control-1_10.RCC","20201202_30102534611221-01_P0092 D3 NMC1(30ug-mL)-3_07.RCC","20201202_30102534611221-01_P0092 D3 aPD1(250ug-mL)-3_05.RCC","20201202_30102534611221-01_P0092 D3 Control-3_12.RCC","20201202_30102534611221-01_P0092 D3 NMC2(30ug-mL)-3_08.RCC","20201202_30102534611221-01_P0092 D3 NMC2(100ug-mL)-2_03.RCC","20201201_30102534601221-01_P0092 D3 NMC2(30ug-mL)-1_08.RCC","20201202_30102534611221-01_P0092 D3 NMC2(30ug-mL)-2_02.RCC","20210112_30102534301221-01_P0090-12 D3 IFNy 100ng]mL_03.RCC","20210112_30102534301221-01_P0090-10 D3 NMC2 30ug]mL_01.RCC","20210108_P0090_D3_IFNg_100ngml(2).RCC","20210108_P0090_D3_NMC2_100ugml(2).RCC","20210108_P0090_D3_NMC2_30ugml(1).RCC","20210108_P0090_D3_IgG1_100ugml(2).RCC","20210108_P0090_D3_IgG1_100ugml(1).RCC","20210108_P0090_D3_NMC2_30ugml(2).RCC","20210108_P0090_D3_NMC2_100ugml(1).RCC","20210108_P0090_D0_Control(3).RCC","20210108_P0090_D0_Control(1).RCC","20210108_P0090_D0_Control(2).RCC","20210112_30102534301221-01_P0090-11 D3 NMC2 100ug]mL_02.RCC","20210108_P0090_D3_IFNg_100ngml(1).RCC","20210108_P0090_D3_IgG1_100ugml(3).RCC"
"TNFRSF10D - mRNA",4.80847530637695,5.24512760238005,5.40132327416936,7.54903903216938,7.40155454494481,7.40202408924705,6.14635860099413,6.12331439733467,6.46747892969746,6.22569023112332,6.00483133166886,6.10911680192175,6.33702240121125,6.26581445511392,6.10211554913937,6.31728548818851,6.06146216126679,5.7378173442752,5.91061574994645,6.18104530707373,6.52197501286863,6.19384265445118,6.28047613336896,7.38428141054345,6.13966999639742,7.25231230263246,7.57891865707836,6.73555272051688,6.96104027557121,6.90179781243852,7.00347570299873,7.11286898281723,6.47496521019422,6.53287226510026,6.17277617365251,7.31735285148549,4.09524779768106,7.76976411060906
"PRKAA2 - mRNA",5.77676644893782,5.85393685565672,5.85030800018464,7.20111570143671,6.8686804322839,7.25882938354836,6.04326514046704,6.08647771710963,5.83327298620727,5.77399424227143,5.66984709340229,5.79978871337265,5.97761960384042,6.28288805692368,6.18957831132444,6.10278083500049,6.17492019126343,5.94217574892553,6.03399809271667,6.1044240786142,5.90631573543418,5.85215134110021,6.08086712455982,7.17783070977035,7.36206247327378,7.29670634256233,7.15265388162591,7.5565825288937,6.53477556537811,6.46686086207248,7.05410181716721,6.52790648209607,6.47496521019422,6.6671734932286,6.49470436053007,6.73239031458239,4.09524779768106,7.32230503087267
"KAT2B - mRNA",5.86987592076012,6.01066230175317,5.76389325114569,6.89143125381192,7.0283370934519,7.20775522110373,5.85316219022626,6.11113965655474,5.89216663781133,5.64072772076332,5.92466093548375,5.70249146323337,5.84863305490662,5.93958621915508,6.23139859488669,5.71321407550792,5.89481221073987,5.75341415921041,5.73261740169839,6.11748013906651,6.06064382081769,5.94836660077051,6.09014490508486,7.79931897890579,7.55470746242538,7.05966726389232,6.90754141683623,7.2549268172703,6.2352151913558,6.79943617429573,6.97748047851984,6.95854086063391,7.72872176477079,7.69888225142617,7.48020481459,7.46935601729441,4.09524779768106,7.32230503087267
"S100A9 - mRNA",4.3723762279125,4.73055453280012,4.46843734589653,5.82914696269077,5.59949395362437,5.05719554687061,6.38991553563276,6.22849666426137,6.04272627455728,6.14596307238855,6.61129478846956,6.49539528942316,6.79038797603808,5.55999761612921,5.90947049519894,6.27881127142939,6.39904343359168,5.955722362997,5.80370053680574,6.05098483666462,6.53708186813789,6.34289840061108,6.38970524120906,7.28474574501116,6.87663543914425,4.26985221203887,8.05954448804976,6.73555272051688,7.26269590573638,6.38439867501688,7.7810833125831,6.58930700070302,8.63250648773997,9.27335240934748,9.11763469971124,7.23489065351531,4.09524779768106,6.95033625825809
"CXCL3 - mRNA",5.80847533211936,5.7045593005543,5.57379034420701,7.2335371771682,6.78982514098846,6.95249812021276,6.97953946311464,6.92893640460273,6.69125397348196,7.02638142896882,6.97196666711735,6.53361466077521,6.8589750674399,6.85077696208471,6.4944328759103,6.90856166290237,6.79580226678511,6.29107090236301,6.60310674770011,6.47281154543134,6.75947435827307,6.65238187422302,6.47716806930182,6.64731579047093,7.55470746242538,6.89616839058949,6.47458194406728,7.2880937176994,7.20720099430284,6.43989376708072,8.02901081601564,7.71859015120971,8.32911431474417,8.64292591786881,8.40543702787921,7.23489065351531,7.03553360651072,3.91156206901603
"EPM2AIP1 - mRNA",6.62476344028383,6.29823895304711,6.44641104658473,7.57457412981762,7.09545142745833,7.14125976015144,6.7034150640923,6.72034969517427,6.65770126414535,6.86644055922158,6.55914365524852,6.79192665687717,6.44393756816106,6.70004543397568,6.85700303885738,6.66927068170973,6.42984943763521,6.58929477461608,6.73261741526448,6.69810372772161,6.43593510085264,6.60150070249954,6.74725731758903,7.28474574501116,7.36206247327378,6.77587416529762,6.85309354361047,6.58354960601191,6.99420719108816,6.68925325078881,6.81083067966973,7.13362749295422,7.52941292153284,7.38477373643857,7.19069821175937,6.60685947443669,4.09524779768106,3.91156206901603
"ZEB2 - mRNA",6.82407218578638,6.53790940827886,6.42404335840341,7.79696661494435,7.63601972178786,7.88907276663981,6.41766056461886,6.21718132633938,6.30359278381449,6.37303199398902,6.232783208009,6.13420773279655,6.32960488089425,6.18637995825798,6.7603269753321,6.31728548818851,6.47977471954339,5.96914284432277,5.92343982999256,6.07795188627964,6.34443692113502,6.22298898119103,6.36698514204066,7.28474574501116,7.55470746242538,6.57424022908534,7.10685011613101,7.22097945678564,7.31613524976303,6.77806248561342,7.53597086794703,7.09180741879068,8.69735756781439,8.28384475214732,8.53734875758269,6.95478275142539,4.09524779768106,3.91156206901603
"MKI67 - mRNA",8.2905379393795,8.29388695647654,7.95931872664617,5.20111569163227,5.22098227086078,4.32022998159229,8.33277168109558,8.33963229535456,8.62117536137386,7.94862629182165,7.56796744205889,8.35304233882775,7.91456725604952,8.48082729676066,8.62567741023212,8.01187233696761,8.10665095197201,8.31228748933331,8.28813610956241,7.87381111943994,8.02626085642632,7.98001228346858,8.1423646562293,2.91043833744184,2.54527724159701,4.26985221203887,3.93411062164778,6.63601706727374,4.35155787445556,6.8204977372643,6.75070963883881,6.70478428266462,4.41174369862063,4.42126935699206,4.50542934588126,6.84786758418782,4.09524779768106,3.91156206901603
"UBE2C - mRNA",7.83180794153517,7.80584255234138,7.67670863997181,4.64857461892767,3.62067906837731,3.8336006574892,8.06973721977596,7.95301045138233,8.12482731500794,7.92493624947315,7.2765046960993,8.03111424724956,7.58767303855114,7.80423433639586,8.09080021739034,7.34082086816095,7.59298527341488,8.10907309927445,7.88462050870953,7.61768503411527,7.43995943910413,7.86144911659325,7.79058465254754,2.91043833744184,6.87663543914425,6.77587416529762,3.93411062164778,6.47251831468308,6.11973794680552,7.15491681638864,6.86854612335356,6.95854086063391,4.41174369862063,4.42126935699206,4.50542934588126,6.60685947443669,4.09524779768106,3.91156206901603
"ANLN - mRNA",8.16755642215185,7.90619304625254,7.73238234322681,5.74168412937049,5.59949395362437,4.87277105057906,8.29212978072189,8.30263808764102,8.4331856663984,8.01296103721697,7.54133227631222,8.27058021133819,7.88197679223802,8.3573127877082,8.43303242934112,7.96114159908292,8.01819457496857,8.46218284439118,8.24536788209271,7.91925415466376,7.83781577087405,8.09745816582764,8.02391133658747,7.47739080791864,6.13966999639742,6.77587416529762,7.0106348124209,6.82866210713906,4.35155787445556,6.66616971028183,6.55367287935007,6.49619770019288,4.41174369862063,5.76028280534835,4.50542934588126,6.84786758418782,4.09524779768106,3.91156206901603
"BIRC5 - mRNA",8.08581329064313,7.81194279635641,7.76833912162062,4.74168410240829,4.70640904277187,5.2206943364134,8.37229996135205,8.21433854119118,8.43813496914822,7.82095780746802,7.14115278584742,8.51224097674564,7.92690862901755,7.93419287912587,7.96630169235148,7.74883806639588,7.88001523380877,8.23662314863322,8.27818654316893,7.67621116474616,7.53708186813789,7.94836660661139,8.02391133658747,6.64731579047093,6.72463240162888,4.26985221203887,7.43805614000572,6.63601706727374,6.39275645051219,6.51932826157904,6.55367287935007,6.17426954137854,4.41174369862063,5.63475190390678,4.50542934588126,3.22973526082972,4.09524779768106,7.03279858695618
"CEP55 - mRNA",7.22742792597991,7.27192759427965,7.24422227517239,3.22754347715212,4.22098227086078,5.16822679185429,7.20326091492239,7.4999597199987,7.38786167260314,7.3447428876885,6.80287248105135,7.40034800834515,6.95851067801995,7.46221168393923,7.48581985167413,7.01772509360368,7.24010434085733,7.51803609704118,7.51265174568667,7.33987256040295,7.10186654184163,7.19874147684552,7.19276011278787,7.17783070977035,6.72463240162888,4.26985221203887,6.24011670856184,4.45440721921336,4.35155787445556,6.17140496816718,6.10301128809736,6.46377617310239,4.41174369862063,4.42126935699206,4.50542934588126,3.22973526082972,4.09524779768106,3.91156206901603
"PARP9 - mRNA",9.60458546466011,9.51003926641793,9.64563050941537,7.38554014982257,7.24482893354997,7.457733559507,7.36875089139709,7.3265286476502,7.11867513564648,7.31588809646755,7.37532239778726,7.28745411171295,7.13057151001613,7.32058022271233,7.34052031739397,7.17264557164718,7.38862684378443,7.21425537850264,7.45198893518404,7.36198324778718,7.34013669667779,7.14898852986141,7.13117228694701,2.91043833744184,6.55470747009866,4.26985221203887,6.40058137372345,4.45440721921336,5.99420719108816,6.13823804557785,5.83997694103187,5.95854086063391,7.8900026831177,7.60158514598879,7.74566591483845,6.46935601729441,4.09524779768106,3.91156206901603
"IFNGR1 - mRNA",6.94312494113888,7.21782032640591,7.25059175976307,8.70168602884571,8.62243069685003,8.39633301091788,7.82753634426505,7.90797684251097,7.7913421689113,7.82608282840142,7.84704003991282,7.7800525053709,7.83821657770104,7.84216386224234,7.72416731230689,7.76979759964359,7.79185504025471,7.68593062012559,7.72896967441413,7.69810373466888,7.75947435827307,7.94545509111115,7.86543868358172,2.91043833744184,7.46159809946961,4.26985221203887,7.05954449345743,7.03811538735184,6.57916963145516,7.20382636490237,6.97748047851984,6.93508185129954,8.57326729973337,8.55902459391359,8.61239946962593,6.60685947443669,7.03553360651072,3.91156206901603
"SF3A1 - mRNA",7.20377664120683,7.26304950896845,7.19222763770873,7.68419857355156,7.69779595846131,7.70796022411503,7.35446677717286,7.39842169777073,7.55209117376706,7.33038762559772,7.4100878271198,7.42597393846457,7.3407168377578,7.31228887815948,7.62567741023212,7.24428354625326,7.4500274185817,7.41392769921537,7.41614382495475,7.36198324778718,7.37838416800186,7.46177592850872,7.34390150552808,2.91043833744184,7.46159809946961,4.26985221203887,6.67621579183532,6.41362469670674,6.78270302395203,6.46686086207248,6.48152305342829,6.58930700070302,7.27702583592146,7.00821043646641,7.04067266805288,6.95478275142539,4.09524779768106,3.91156206901603
"RBL2 - mRNA",7.05309777853885,6.93442669597837,7.06789959454993,7.98961157044185,7.61787242832575,7.53228053300525,7.28837750021051,7.23412130231965,7.24831038427122,7.00845957104893,7.02419667870298,6.95570683547113,7.13908305535471,7.11190185348502,7.07939542463537,7.18309998397661,7.20491496352678,7.12714467800703,7.02212394366323,7.00254447226625,7.09677771998311,7.07631947045285,7.16229481351059,6.64731579047093,2.54527724159701,4.26985221203887,6.61208556663003,7.1862141572639,6.53477556537811,6.71197338080627,7.00347570299873,7.02671237755199,7.56460237558608,7.0579633016576,7.8508481937529,6.73239031458239,4.09524779768106,7.11080092615341
"IGF2R - mRNA",6.99915884395981,6.80584254589402,6.89164883074446,7.13400148923744,7.27987592896922,7.33220267816922,7.02534320881622,7.26741565274895,7.27621643697465,7.32315608105178,6.96530289820975,7.10277539805432,7.24932818372692,7.30394960666243,7.36890205928633,7.06935781870302,7.16274550845414,6.95572235137466,7.06904504175337,7.36745847920596,7.47568136332491,7.1540417809036,7.31253747465819,6.47739081601437,2.54527724159701,4.26985221203887,6.15265388162591,6.2880937176994,4.35155787445556,6.06952531997279,6.44404830977115,6.21379796603665,6.27702583592146,6.03330132545379,6.37441017480725,6.46935601729441,7.03553360651072,3.91156206901603
"PUM1 - mRNA",7.57953416217389,7.3578276913731,7.527331079265,8.1167235818324,8.14698174031359,7.9211339622958,7.69209974236216,7.57279261663691,7.76006296004767,7.51307998645514,7.49118628890721,7.63817050609761,7.62450979040813,7.6183308329924,7.38751764737639,7.56920373498552,7.49442153093953,7.49037974535346,7.32726247714151,7.3729128706257,7.83476238491825,7.56781766128956,7.57292708404943,6.93682248616989,2.54527724159701,6.8372747055733,6.15265388162591,6.68664317885846,6.96104027557121,7.17140497817562,7.17340067195857,7.27113100176018,7.45634952739297,7.21971447237991,7.42070375971994,6.73239031458239,7.18753677583396,3.91156206901603
"TP53 - mRNA",8.01283388065325,7.88320139877152,8.2757923145034,7.66054729957382,7.68041382620123,7.55289079830956,8.13804332165656,8.28648838582931,8.13400666597155,7.94391930523226,7.92122187917873,8.23622869011178,8.27272374719862,8.10471823678666,8.01500492301556,8.08616619879579,8.18096915593821,8.29640444333874,7.95812919400363,8.04074071399547,7.87989739211837,7.90705972365449,8.0117571975279,7.17783070977035,6.72463240162888,4.26985221203887,3.93411062164778,6.47251831468308,6.34213056079025,6.20382636490237,6.00347570299873,6.28974663586197,6.54711493621781,6.69888225142617,6.68373826098216,3.22973526082972,4.09524779768106,3.91156206901603
"EGFR - mRNA",7.27359813925096,7.27192759427965,7.35478057505149,7.29627293802334,7.43303280919814,7.43570726012121,7.18723078273441,7.3317844565116,7.43318567057221,7.41445195059807,7.31893979559936,7.35304233882775,7.27272374719862,7.77134246558253,7.76745142163125,7.60463330616057,7.26309594448164,7.24767838975564,7.49986571005512,7.35097033281819,7.43995943910413,7.35172243404299,7.32830471524716,6.47739081601437,6.55470747009866,4.26985221203887,3.93411062164778,4.45440721921336,6.28966306120229,6.77806248561342,6.36604574990096,6.25227201973404,6.04754399428926,6.21971447237991,5.93831108352748,3.22973526082972,4.09524779768106,3.91156206901603
"NECTIN2 - mRNA",7.3723762279125,7.41505250661053,7.65766299726234,8.50986849347761,8.25660621361222,8.127584913967,7.4448820621375,7.28377906026946,7.34106758664297,7.30124121554285,7.3903245868646,7.48568008969732,7.56889583620388,7.70321976770966,7.25186260711791,7.46167528035765,7.63765436621592,7.54068488696283,7.39788153629976,7.33429170162208,7.24213816615549,7.20362386786262,7.44498768072068,7.28474574501116,7.0141390064226,4.26985221203887,3.93411062164778,6.2880937176994,6.2352151913558,5.5193282773066,5.95100825062212,5.64820078085254,7.78947583820079,7.79003015308801,7.65820309081316,3.22973526082972,4.09524779768106,6.86287351252155
"ID4 - mRNA",6.92876963843067,6.96759355884128,6.87525448434889,9.55866768955464,9.28850620661272,9.35291859029655,7.74780914233979,7.89738166237869,7.68293855969159,7.73638004548543,7.59411977521462,7.872416560103,7.63357398330817,7.75614001242129,7.5367436816007,7.72399385714669,7.71889424945936,7.39913069266492,7.66550334537679,7.38376031460393,7.59957783032707,7.68765727982436,7.55963032485813,6.47739081601437,6.13966999639742,4.26985221203887,3.93411062164778,6.47251831468308,4.35155787445556,5.2355353003651,4.01929466474245,5.91123507161777,7.93102989118291,7.53287227289055,7.55128792919984,3.22973526082972,4.09524779768106,3.91156206901603
"JAG1 - mRNA",7.57031562561747,7.68475075904452,7.88756758836315,8.62432716456575,8.50884849666989,8.48480175605769,9.81845871872287,9.69099895748972,9.37372383905581,9.13774259119537,9.16896815485091,9.73668268999994,9.33609721150181,9.91857402692304,9.81119935647065,9.4987646184529,9.85280255475924,9.69706332321896,9.60211004922135,9.31883156383876,9.46485979892654,9.49700209279191,9.29157781808158,2.91043833744184,2.54527724159701,4.26985221203887,3.93411062164778,4.45440721921336,4.35155787445556,6.10429079899782,5.83997694103187,5.52790648209607,8.79689336346887,8.39448886438939,8.46555805878424,6.46935601729441,4.09524779768106,3.91156206901603
"IL18 - mRNA",8.02638042188757,8.12287174338624,8.20540294820886,7.77510707842426,7.83765362710477,7.58326437388489,8.80144717918588,8.75205850738661,8.65770126057306,8.90327728106175,8.81032823573389,8.34768907953319,8.43532435599224,8.703219771171,8.38751765168444,8.27148169410975,8.8231341574974,8.77649779269974,8.66550334182377,8.73033216512524,8.49708385941442,8.77716861278008,8.73400118126051,7.64731579766713,6.87663543914425,4.26985221203887,6.15265388162591,6.35222396441639,5.92709298445209,5.66616971028183,5.78108331914206,5.86232549097623,6.99691787487019,7.28384474751831,7.27711298275366,6.84786758418782,4.09524779768106,6.95033625825809
"AREG - mRNA",6.64246545414048,6.60969997964802,7.03875308628054,8.08153414656839,7.7570350977397,7.68946378193934,9.14842987623584,8.70423010106469,8.73212621878692,8.54451241796804,8.78027102224223,8.74993252591226,8.29574595670792,8.89725137585487,8.83003602272299,8.6748373952873,8.83277144253935,8.7000847021234,9.00261778036995,8.81491743666516,8.42379453800389,8.68067092916723,8.37269890342988,6.93682248616989,7.55470746242538,4.26985221203887,6.40058137372345,4.45440721921336,4.35155787445556,4.88189832873121,4.01929466474245,4.3416253841596,7.52941292153284,7.1060575985559,7.02077313131313,6.46935601729441,4.09524779768106,7.03279858695618
"CD74 - mRNA",11.8566661164805,11.8123231423352,11.6902442063095,9.69005127330072,9.72348263641911,9.39347896862825,8.15462622797614,8.1739404397184,8.09380036062462,8.10438391883645,8.15293002134516,8.0075457475744,8.442219010583,8.08538541417591,7.94131935924685,7.95200089501093,8.30800843760797,8.13609620477982,7.93298351980566,8.12396428738839,8.33149773266856,8.10530605893091,8.1334177190059,8.47739080791864,8.50890373345576,10.1164983265471,9.51020579325851,8.22097945678564,8.63280765276814,8.35582960856303,8.28358366584438,8.25227201973404,12.7228927701598,13.0964174251299,12.9044347038682,8.87534833856961,10.1784916176193,9.05269805595037
"DUSP1 - mRNA",9.55169993221941,8.85097739919821,8.8012538537491,10.6944253753871,10.648364933893,10.6142380434229,9.68498227427208,9.23271719489476,9.21985388711049,9.33758311371183,9.42351963803979,8.87055135464038,8.83297980331785,9.3603320543555,9.25440037431978,9.03514207689678,9.14273982500022,8.65719881974329,8.92980930345243,9.10442407337216,9.17853158414373,9.11311149757328,9.07970335823431,8.64731579766713,8.68399048222043,8.46176556775313,9.0595444907536,8.9371865622617,9.0346214987976,8.81000544096471,8.88262131401922,8.9930291537209,13.2339570844502,13.0387323204886,12.9501959786574,8.57369259948627,8.07506190828286,8.95033625534164
"CTSS - mRNA",10.5352118849759,10.5938556602291,10.6462344687356,6.69588031886232,6.50391622353463,6.58326438140777,7.10429448972564,6.87954837946665,6.67457515133095,6.89598485572126,6.90390233848637,6.87613966010914,6.77954053522371,6.6082066438467,6.87029989549604,6.81755069886975,7.03498983129498,7.12114599418996,6.85814836291778,6.97411608453893,6.74653533495556,7.1640953307651,6.85459135921723,8.00095281079005,8.46159809946961,8.91052370359357,9.08339118860446,8.03811538735184,8.40514029280803,8.15491682145038,8.05410181716721,7.91123507161777,10.1320774742222,10.2467827768175,10.2302265918269,8.46935601322395,8.42019745534219,8.3547265099673
"HLA-E - mRNA",10.0922684006874,9.92882402841603,10.0920418783692,9.01314714950906,8.80193161102495,8.72622231878463,7.89323958618277,7.88670818644611,7.8740191748705,7.8514383351378,7.77646938066372,7.79978871337265,7.96809678438771,7.81307618872291,7.70944576811202,7.90856166290237,7.8762921080454,7.88668074847777,7.85814836913557,7.78658880209671,7.86500873542617,7.84903880226923,7.73548010484712,7.93682248616989,8.07826940547118,7.7758741718803,7.47458194406728,7.68664317885846,7.62223831052223,7.73434112375637,7.81083067966973,7.4800779457628,10.1839164030042,10.0640636519067,10.0796669052465,7.73239031458239,7.72358960474639,7.38643550037423
